"metro","cbsa","TReturns13","tnew13","eitc13","eitcamt13","tchildret_13","tchildamt_13","taddchildret_13","taddchildamt_13","ttf2441_13","ttedcr_13","ttsld_13","trefund13","TREFAM13","ttbal13","ttsumbal13","ttdirdep_13","ttral_13","ttrac_13","ttself13","ttpaid13","TTtotvol13","TT1040_13","TT1040A_13","TT1040ez_13","ITIN13","ttcef13","yr13ttagi_0","yr13ttagi_5","yr13ttagi_10","yr13ttagi_15","yr13ttagi_20","yr13ttagi_25","yr13ttagi_30","yr13ttagi_35","yr13ttagi_40","yr13ttagi_50","yr13ttagi_60","yr13ttagi_75","yr13ttagi_1x","ERETURN13","ENEW13","EEIC13","EEICAM13","EQC0_13","EQC0AMT_13","EQC1_13","EQC1AMT_13","EQC2_13","EQC2AMT_13","EQC3_13","EQC3AMT_13","ECTC13","ECTCAM13","EACTC13","EACTCAM13","ECDCTC13","EEDCR13","ESLD13","EREF13","EREFAM13","EBAL13","EBALAM13","EDIRDP13","ERAL13","ERAC13","ESELF13","EPAID13","EVOL13","E1040_13","E1040A_13","E1040Z_13","ECEF13","EAGI0_13","EAGI5_13","EAGI10_13","EAGI15_13","EAGI20_13","EAGI25_13","EAGI30_13","EAGI35_13","EAGI40_13","EAGI50_13"
"Blacksburg-Christiansburg-Radford, VA","=""13980""","64,874","2,232","11,243","22,707,851","9,778","12,499,496","6,729","8,329,235","2,313","4,810","5,331","53,113","120,512,397","9,368","28,344,099","45,443",13,"10,445","31,274","31,485","2,037","42,392","12,703","8,731",424,"13,694","5,487","5,777","5,495","5,497","4,782","3,698","3,382","3,125","4,987","4,065","4,995","5,899","7,038","11,243",88,"11,243","22,707,851","3,369","942,677","4,023","8,803,386","2,506","8,331,619","1,137","4,257,094","2,857","2,167,599","5,866","7,091,736",385,407,498,"10,893","41,412,076",262,"273,753","9,789",11,"4,673","5,140","5,638",332,"6,364","3,737","1,013","1,912","1,310","2,013","2,159","1,320",978,855,805,614,529,0
"Bloomington, IL","=""14010""","81,584","2,700","10,991","24,673,210","13,570","17,966,358","7,708","10,311,575","4,412","5,964","7,768","64,087","162,528,253","14,117","74,278,998","54,883",0,"11,078","42,401","37,553","1,546","55,936","14,020","11,394","1,714","18,493","6,491","6,071","5,802","5,307","4,718","3,960","3,513","3,127","5,478","4,868","6,766","8,654","16,438","10,991",135,"10,991","24,673,210","2,762","751,573","3,942","8,905,412","2,632","9,321,961","1,330","5,106,937","2,834","2,056,482","6,330","7,879,977",692,491,631,"10,698","43,557,720",218,"215,198","9,791",0,"4,545","5,703","4,746",434,"5,485","4,369",993,"1,948","1,002","1,834","2,266","1,427","1,107",845,700,507,477,0
"Bloomington, IN","=""14020""","62,033","2,072","10,618","20,654,498","8,194","10,475,792","5,898","7,484,761","2,571","4,914","7,019","49,615","112,985,369","9,099","31,097,559","41,258",0,"9,144","32,930","26,298","2,765","39,589","12,554","9,095",343,"14,319","6,712","6,098","5,643","4,894","4,244","3,684","3,047","2,763","4,286","3,736","4,364","4,972","7,177","10,618",97,"10,618","20,654,498","3,795","1,048,947","3,391","7,400,135","2,201","7,629,647","1,096","4,372,010","2,268","1,678,691","5,131","6,360,640",499,441,836,"10,238","35,904,288",342,"276,881","9,133",0,"3,865","5,719","4,143",657,"5,594","3,680","1,247","2,239","1,457","2,161","2,310","1,111",852,796,697,539,440,0
"Bloomsburg-Berwick, PA","=""14100""","36,905",873,"5,361","10,726,712","5,257","6,890,761","3,081","3,786,366","1,253","2,169","3,610","30,261","76,742,645","4,291","15,623,896","22,407",0,"4,349","15,824","20,324",741,"22,403","9,035","5,451",53,"7,590","3,999","3,019","2,698","2,503","2,432","2,246","1,983","1,740","2,928","2,529","2,983","3,261","4,358","5,361",13,"5,361","10,726,712","1,523","397,877","1,939","4,090,740","1,201","3,898,176",598,"2,188,491","1,430","1,102,907","2,813","3,453,630",262,212,368,"5,165","21,133,096",164,"170,134","4,497",0,"1,766","2,600","2,611",95,"2,528","2,280",513,946,659,876,994,600,532,511,425,315,306,0
"Boise City, ID","=""14260""","258,496","9,383","52,535","120,523,911","49,253","65,926,100","39,144","57,239,566","12,138","21,016","27,670","196,783","477,489,556","49,223","230,171,820","161,183",171,"37,818","130,836","122,227","5,329","173,477","51,896","32,909","5,224","69,564","20,456","20,910","21,310","20,354","18,775","17,136","14,627","12,319","20,750","16,638","20,138","22,548","32,047","52,535",757,"52,535","120,523,911","12,411","3,446,074","17,549","38,452,514","13,024","43,982,928","9,237","34,135,439","14,847","11,137,922","31,212","43,935,281","3,092","3,018","4,433","50,432","197,429,764","1,990","1,958,982","44,332",153,"17,902","28,547","22,596","1,234","27,116","21,083","4,181","12,149","4,742","8,068","9,354","6,252","5,616","5,495","4,652","3,688","3,857",171
"Boston-Cambridge-Newton, MA-NH","=""14460""","2,149,669","73,536","256,456","514,593,881","265,650","322,724,395","152,728","179,188,471","108,315","160,924","232,568","1,636,689","4,373,653,861","409,813","2,571,132,026","1,170,904",11,"217,054","964,775","1,135,449","49,075","1,472,248","365,400","300,517","26,130","510,266","184,654","153,632","136,723","124,978","112,444","106,389","102,707","95,072","164,334","137,300","163,589","198,020","467,347","256,456","6,567","256,456","514,593,881","77,244","21,670,786","93,387","201,468,282","60,043","202,247,807","23,050","86,543,894","63,351","46,918,306","129,475","152,055,105","17,705","14,779","16,048","242,151","934,041,522","13,925","13,079,240","189,563",0,"71,693","101,852","142,622","11,026","131,928","98,454","25,383","54,571","30,871","47,022","51,307","29,625","25,124","23,296","21,284","14,820","9,742",0
"Boulder, CO","=""14500""","130,081","4,146","14,422","24,846,897","15,982","19,834,609","9,238","12,818,279","5,862","9,428","14,465","90,134","215,827,085","31,816","199,543,115","71,304",0,"12,035","71,197","56,108","2,732","93,419","19,264","16,659","3,552","44,188","11,734","9,302","8,492","8,005","7,632","6,751","6,091","5,343","8,796","7,259","9,078","11,699","29,458","14,422",320,"14,422","24,846,897","5,909","1,620,056","4,320","9,335,428","2,649","8,686,164","1,324","4,925,914","3,265","2,476,031","6,289","7,874,815",677,675,"1,341","13,196","41,588,416","1,178","1,034,060","10,884",0,"3,697","7,723","6,058",538,"8,050","4,704","1,575","4,214","2,250","2,989","2,953","1,299","1,172","1,122","1,001",750,604,20
"Bowling Green, KY","=""14540""","65,074","2,458","15,616","36,572,061","11,431","13,561,649","11,155","15,979,888","2,571","4,555","5,392","53,811","145,184,210","8,725","36,002,201","43,344",0,"12,157","20,576","42,606","1,822","43,408","13,197","8,334","1,425","17,249","5,936","6,419","6,545","5,635","5,044","4,370","3,716","3,159","4,845","3,819","4,554","4,985","5,793","15,616",267,"15,616","36,572,061","3,904","1,072,904","5,560","12,680,584","4,058","14,648,964","1,969","7,914,119","3,638","2,648,719","9,198","11,690,964",575,679,802,"14,973","62,054,179",582,"601,282","13,132",0,"6,520","4,826","10,151",532,"8,444","5,827","1,260","3,838","1,639","2,674","3,247","2,064","1,626","1,289","1,094",855,723,16
"Bremerton-Silverdale, WA","=""14740""","106,502","3,024","14,520","29,458,311","17,528","23,291,507","9,611","12,515,034","3,731","7,120","8,856","83,402","213,450,413","18,138","76,758,499","71,377",0,"11,656","66,200","36,434","3,820","67,350","22,878","16,238",428,"23,043","7,307","6,503","6,693","7,007","6,592","5,792","5,366","4,832","8,818","7,590","9,742","12,124","17,940","14,520",119,"14,520","29,458,311","3,750","1,017,156","5,269","10,881,476","3,499","11,078,043","1,861","6,247,279","4,540","3,545,198","8,029","10,289,474",819,645,"1,089","14,036","56,710,898",423,"431,567","12,471",0,"4,170","9,834","3,993",564,"6,011","6,890","1,536","2,310","1,559","2,187","2,436","1,544","1,385","1,480","1,415","1,074","1,083",0
"Bridgeport-Stamford-Norwalk, CT","=""14860""","395,916","14,587","49,821","107,815,399","47,745","53,913,719","36,721","45,538,856","18,893","26,215","28,189","283,123","913,936,397","86,584","779,338,618","217,228",0,"39,553","149,379","232,562","13,932","297,054","54,471","43,401","15,852","115,826","37,822","28,329","26,790","23,708","20,882","19,056","17,041","15,211","25,929","21,746","26,545","33,169","99,126","49,821","1,783","49,821","107,815,399","13,380","3,673,942","19,150","42,707,672","12,069","42,174,558","4,882","18,917,202","12,564","8,734,665","27,190","32,488,287","3,087","2,774","2,251","46,448","186,731,484","3,298","3,451,033","38,806",0,"15,244","18,468","28,170","3,043","28,573","17,136","3,998","14,018","5,178","8,577","10,314","6,510","5,190","4,716","4,154","2,815","1,798",0
"Brownsville-Harlingen, TX","=""15180""","147,118","7,517","66,626","207,583,274","28,196","30,214,375","51,740","70,822,404","5,156","9,189","8,290","132,421","469,772,549","11,672","36,402,689","112,763",150,"45,481","56,119","86,669","4,300","78,085","47,932","20,893","5,177","33,318","11,448","16,886","22,983","20,033","14,457","10,390","7,891","6,274","10,020","6,667","6,370","6,709","6,885","66,626","1,855","66,626","207,583,274","9,796","2,832,991","22,797","58,473,119","21,800","90,048,884","12,232","56,224,421","14,619","9,729,734","47,209","64,122,102","2,223","2,463","1,954","65,049","319,222,967","1,544","1,272,022","59,110",121,"32,550","22,009","42,782","1,798","35,185","27,714","3,719","18,874","3,515","10,294","16,936","12,221","8,161","5,842","4,198","2,835","2,344",74
"Brunswick, GA","=""15260""","42,679","1,307","12,303","32,727,114","6,383","6,955,425","8,873","11,411,817","1,850","2,183","2,207","34,393","98,836,281","6,313","25,768,180","29,386",0,"11,680","19,302","22,215","1,130","27,535","9,734","5,378",560,"10,612","3,585","4,380","4,819","4,088","3,358","2,750","2,220","1,752","2,802","2,294","2,709","3,162","4,582","12,303",134,"12,303","32,727,114","2,465","696,959","4,859","11,926,715","3,515","13,778,018","1,415","6,223,777","2,680","1,812,773","8,000","9,897,591",677,401,300,"12,030","52,203,184",244,"189,184","11,128",0,"6,878","6,094","5,958",208,"6,288","5,018",978,"2,754","1,000","2,288","2,949","1,864","1,355","1,054",786,481,406,0
"Buffalo-Cheektowaga-Niagara Falls, NY","=""15380""","522,778","15,608","85,321","185,957,630","71,296","90,810,453","50,769","60,675,347","18,920","37,671","58,923","427,189","1,025,808,678","73,685","284,479,267","327,329",25,"64,704","196,461","300,886","25,351","365,501","91,604","64,355",485,"96,375","44,427","46,352","45,539","39,480","35,010","31,763","28,023","24,632","39,876","32,108","39,831","48,316","66,645","85,321","1,678","85,321","185,957,630","23,228","6,311,226","30,560","66,742,059","20,485","70,379,913","10,725","41,887,633","19,802","14,682,750","46,932","56,267,489","4,421","4,035","5,744","83,015","324,024,925","2,133","1,762,897","71,226",11,"33,967","32,550","46,538","5,994","46,149","31,586","7,332","13,484","9,527","16,833","18,179","10,175","8,371","7,436","6,350","4,313","3,201",23
"Burlington, NC","=""15500""","63,158","2,242","15,258","37,562,846","11,268","12,779,175","11,857","16,143,769","3,460","3,740","3,799","51,144","130,879,253","9,597","30,074,563","41,006",0,"13,994","30,219","30,940","1,982","40,426","14,966","7,721","2,494","13,145","4,791","5,452","6,306","5,668","4,862","4,448","3,849","3,144","5,094","3,862","4,508","5,004","5,942","15,258",354,"15,258","37,562,846","3,131","859,939","6,189","14,376,915","4,172","15,414,900","1,708","6,792,746","4,059","2,881,826","9,360","11,616,461","1,039",560,392,"14,878","61,471,373",372,"353,768","13,269",0,"7,627","7,305","7,573",344,"7,738","6,402","1,061","2,842","1,184","2,498","3,297","2,254","1,668","1,568","1,249",796,642,0
"Burlington-South Burlington, VT","=""15540""","103,956","2,764","12,613","23,326,246","14,533","18,567,293","6,772","7,987,628","5,348","6,549","15,630","80,907","183,732,816","17,726","74,265,728","59,595",0,"12,058","57,053","43,872","2,930","66,493","19,885","17,418",95,"25,460","9,222","7,661","6,711","6,404","6,293","6,312","6,026","5,299","8,221","6,668","7,876","10,266","16,482","12,613",113,"12,613","23,326,246","3,921","1,066,068","4,472","9,196,745","2,569","8,192,705","1,074","4,139,053","3,297","2,543,358","5,922","7,039,101",712,425,"1,143","11,895","42,659,569",599,"650,367","9,504",0,"3,769","6,647","5,164",657,"5,801","5,293","1,383","2,781","1,779","2,231","2,349","1,188","1,034","1,068","1,005",722,447,0
"California-Lexington Park, MD","=""15680""","46,674","1,338","6,110","14,117,240","8,480","11,178,056","4,479","5,695,576","2,793","3,560","3,296","37,335","105,342,939","7,978","24,495,839","31,246",0,"7,095","24,311","21,564",725,"33,860","7,173","5,609",297,"10,706","2,979","2,828","2,815","2,469","2,301","2,139","1,824","1,603","2,954","2,754","3,981","5,686","11,851","6,110",59,"6,110","14,117,240","1,192","329,267","2,361","5,200,540","1,504","5,191,290",709,"2,734,904","1,745","1,277,706","3,819","4,746,080",383,265,184,"5,914","24,649,664",163,"147,186","5,319",0,"2,755","3,019","2,958",50,"3,158","2,394",414,"1,299",504,932,"1,159",679,586,559,463,326,296,0
"Canton-Massillon, OH","=""15940""","186,245","5,511","33,938","77,210,164","28,382","36,949,390","21,355","26,879,528","5,112","12,475","15,908","151,854","366,279,275","26,467","88,729,494","119,989",40,"26,534","85,391","97,296","3,478","122,953","38,325","24,866",490,"41,403","15,888","15,816","16,665","14,996","13,536","12,142","11,004","9,412","15,883","12,721","14,351","15,677","17,457","33,938",335,"33,938","77,210,164","8,785","2,386,471","12,091","27,354,404","8,447","29,745,830","4,398","17,304,158","8,252","6,204,437","19,064","23,558,961","1,243","1,619","1,963","32,882","133,770,129",969,"869,029","29,004",34,"12,948","17,309","15,864",620,"17,815","13,078","2,901","6,416","3,660","6,087","7,310","4,342","3,268","2,819","2,477","1,789","1,665",23
"Cape Coral-Fort Myers, FL","=""15980""","275,592","8,526","58,370","143,257,296","35,196","38,580,276","41,973","58,088,031","10,942","15,604","14,760","206,271","578,476,762","49,486","275,697,505","167,002",91,"33,119","129,441","138,218","7,895","179,955","59,888","35,381","7,957","75,010","22,158","22,507","25,702","24,461","21,384","18,993","16,292","13,209","20,974","16,175","18,492","21,238","33,785","58,370","1,236","58,370","143,257,296","14,164","4,011,800","21,846","52,015,045","15,447","59,443,576","6,520","27,404,569","13,726","9,578,184","34,682","44,919,160","3,967","2,980","2,209","55,438","238,041,885","2,830","2,359,438","48,938",55,"18,212","28,217","29,026","1,039","31,951","21,617","4,694","17,373","5,147","10,004","12,667","8,715","6,497","5,494","4,382","2,847","2,125",0
"Cape Girardeau, MO-IL","=""16020""","39,868","1,167","8,278","19,784,698","6,377","8,048,837","5,468","6,916,031","2,001","2,569","3,334","31,566","81,044,981","5,966","25,719,397","25,256",0,"6,611","16,300","22,496",996,"25,580","8,644","5,544",77,"10,437","3,688","3,729","3,652","3,497","2,800","2,430","2,029","1,712","2,835","2,378","3,029","3,468","4,198","8,278",83,"8,278","19,784,698","1,887","504,815","2,934","6,717,165","2,201","7,841,459","1,087","4,351,145","2,026","1,467,833","5,024","6,295,562",416,272,412,"8,057","33,761,245",156,"182,793","7,063",0,"3,561","3,819","4,135",217,"3,935","3,598",612,"1,656",825,"1,407","1,628","1,129",790,599,525,349,352,0
"Carbondale-Marion, IL","=""16060""","50,446","1,552","11,075","25,346,191","7,489","9,124,165","6,793","8,390,125","1,811","3,524","3,723","41,461","103,972,441","6,549","22,235,584","35,137",0,"9,955","24,258","25,294",850,"31,229","11,834","7,156",210,"11,547","4,628","5,022","5,098","4,528","3,563","2,994","2,473","2,166","3,600","2,965","3,603","4,151","5,351","11,075",139,"11,075","25,346,191","2,970","817,314","4,139","9,682,661","2,547","9,431,716","1,227","5,049,676","2,381","1,678,876","6,241","7,573,983",402,384,566,"10,769","42,889,531",248,"254,808","9,865",0,"5,117","5,612","5,217",184,"5,377","4,610","1,019","2,190","1,259","2,154","2,472","1,441",993,810,651,417,349,0
"Carson City, NV","=""16180""","24,270",836,"4,430","9,404,830","3,711","4,349,664","3,105","3,932,059",776,"1,454","1,058","18,892","44,911,739","3,971","14,689,062","14,612",0,"3,152","12,121","11,224",925,"14,642","5,656","3,967",840,"4,939","1,985","1,965","1,982","2,026","1,848","1,731","1,422","1,224","2,047","1,601","1,826","2,056","2,556","4,430",92,"4,430","9,404,830","1,104","292,532","1,730","3,678,534","1,060","3,466,403",508,"1,948,692","1,436","1,052,785","2,506","3,009,296",254,164,130,"4,289","17,076,347",135,"107,802","3,652",0,"1,538","2,326","2,006",93,"1,819","2,126",479,620,423,745,774,537,472,512,395,278,208,0
"Casper, WY","=""16220""","36,821","1,247","5,740","11,860,595","6,607","9,141,990","3,540","4,366,228","1,678","2,120","2,720","29,658","80,915,808","5,503","34,278,909","24,544",0,"5,405","18,282","17,253","1,263","22,695","7,607","6,484",166,"8,363","2,689","2,898","2,714","2,408","2,260","2,014","1,827","1,567","2,846","2,553","3,226","3,891","5,755","5,740",68,"5,740","11,860,595","1,622","451,111","2,227","4,943,419","1,224","4,047,880",623,"2,319,422","1,619","1,240,592","3,064","3,672,413",355,157,227,"5,625","22,225,840",91,"105,595","4,818",0,"2,073","3,145","2,305",260,"2,537","2,516",654,736,629,"1,074","1,181",671,536,526,446,280,277,0
"Cedar Rapids, IA","=""16300""","119,459","3,581","16,647","35,291,725","21,330","29,270,347","10,956","13,908,766","7,675","8,915","15,716","93,451","230,354,006","21,091","79,977,629","76,724",0,"15,359","51,668","63,604","4,069","84,753","19,797","14,719",593,"28,388","8,405","8,725","8,392","7,782","7,347","6,634","6,253","5,581","9,509","7,842","10,143","13,175","19,157","16,647",203,"16,647","35,291,725","4,144","1,114,116","6,069","12,868,651","3,817","12,618,243","2,129","7,906,122","4,802","3,592,094","9,441","11,748,560","1,264",654,"1,464","16,087","64,608,101",431,"553,135","14,267",0,"6,291","7,709","7,498","1,208","8,541","6,584","1,236","3,019","1,693","2,669","3,096","1,841","1,593","1,462","1,285",967,723,11
